# epoch recerr_sq kldiv lact_dec valid_recerr_sq valid_kldiv duration
737 1.2173627e-01 1.0837437e+02 3.3031301e+00 1.4479482e-01 1.0834926e+02 6.8542763e+03
738 1.2046368e-01 1.0838090e+02 3.2898095e+00 1.3566652e-01 1.0842630e+02 6.8611286e+03
739 1.3323949e-01 1.0835574e+02 3.2893209e+00 2.0221919e-01 1.0945955e+02 6.8685111e+03
740 2.4150923e-01 1.0836375e+02 3.2939043e+00 1.9871590e-01 1.0948468e+02 6.8750210e+03
741 1.5193905e-01 1.0846998e+02 3.3042307e+00 1.8826133e-01 1.0794944e+02 6.8809935e+03
742 1.8191445e-01 1.0831924e+02 3.2823324e+00 1.5017040e-01 1.0817926e+02 6.8886183e+03
743 1.3761890e-01 1.0831772e+02 3.2967432e+00 2.1504049e-01 1.0888853e+02 6.8951971e+03
744 1.7847346e-01 1.0850571e+02 3.2430923e+00 1.3956891e-01 1.0913197e+02 6.9010284e+03
745 1.2800862e-01 1.0868182e+02 3.2991381e+00 1.5899803e-01 1.0890603e+02 6.9072749e+03
746 1.6736704e-01 1.0884936e+02 3.2856905e+00 2.1214330e-01 1.0795578e+02 6.9132740e+03
747 2.0345049e-01 1.0868111e+02 3.2489691e+00 1.8075915e-01 1.0838940e+02 6.9207385e+03
748 1.4616278e-01 1.0861956e+02 3.2999771e+00 2.1253330e-01 1.0929282e+02 6.9268856e+03
749 1.6202697e-01 1.0870103e+02 3.2292230e+00 1.4591675e-01 1.0882094e+02 6.9348721e+03
750 1.5243703e-01 1.0855963e+02 3.2416012e+00 1.4634159e-01 1.0919932e+02 6.9431243e+03
751 1.4976883e-01 1.0843834e+02 3.2801332e+00 1.7985281e-01 1.0929404e+02 6.9495296e+03
752 1.6888414e-01 1.0846928e+02 3.2504351e+00 1.9080994e-01 1.0916507e+02 6.9569801e+03
753 1.6058752e-01 1.0850188e+02 3.2526963e+00 1.4356977e-01 1.0915475e+02 6.9648948e+03
754 1.3872677e-01 1.0840806e+02 3.2479489e+00 1.5398535e-01 1.0890502e+02 6.9714492e+03
755 1.2848648e-01 1.0845748e+02 3.2454100e+00 1.3262521e-01 1.0865418e+02 6.9795877e+03
756 1.4727080e-01 1.0840806e+02 3.2421560e+00 2.0174298e-01 1.0919363e+02 6.9871985e+03
757 1.9310030e-01 1.0849616e+02 3.2510672e+00 1.7537227e-01 1.0928294e+02 6.9941233e+03
758 1.5547298e-01 1.0855018e+02 3.2112408e+00 1.5107381e-01 1.0872106e+02 7.0011391e+03
759 1.3516733e-01 1.0845732e+02 3.2498443e+00 1.3017395e-01 1.0858617e+02 7.0079470e+03
760 1.1806572e-01 1.0846457e+02 3.2544711e+00 1.4424711e-01 1.0892598e+02 7.0158463e+03
761 1.3609406e-01 1.0864693e+02 3.2104506e+00 1.6900600e-01 1.0834051e+02 7.0228759e+03
762 1.5882415e-01 1.0856674e+02 3.2221889e+00 1.8183166e-01 1.0806314e+02 7.0298380e+03
763 1.5108676e-01 1.0843787e+02 3.2341082e+00 1.5269083e-01 1.0874027e+02 7.0364761e+03
764 1.3131802e-01 1.0857006e+02 3.2083514e+00 1.4581230e-01 1.0881083e+02 7.0441036e+03
765 1.2991853e-01 1.0870770e+02 3.2219839e+00 1.7395440e-01 1.0800092e+02 7.0525070e+03
766 1.8055175e-01 1.0864114e+02 3.2199602e+00 2.1131966e-01 1.0816305e+02 7.0594244e+03
767 1.8007876e-01 1.0855799e+02 3.2043066e+00 1.5440331e-01 1.0899588e+02 7.0656408e+03
768 1.2461732e-01 1.0865697e+02 3.1887701e+00 1.4803767e-01 1.0902129e+02 7.0730896e+03
769 1.7386514e-01 1.0865896e+02 3.1827111e+00 1.8793285e-01 1.0945038e+02 7.0826323e+03
770 1.5929751e-01 1.0884320e+02 3.2256200e+00 1.5058930e-01 1.0923579e+02 7.0890152e+03
771 1.2500647e-01 1.0886055e+02 3.2029102e+00 1.4296056e-01 1.0894250e+02 7.0968235e+03
772 1.6462959e-01 1.0902932e+02 3.1899085e+00 2.2432370e-01 1.0840775e+02 7.1056739e+03
773 1.8265170e-01 1.0881976e+02 3.1835129e+00 1.2835966e-01 1.0891480e+02 7.1129367e+03
774 1.6068031e-01 1.0871547e+02 3.1869433e+00 2.3984598e-01 1.0964764e+02 7.1205434e+03
775 1.9569446e-01 1.0872816e+02 3.2062829e+00 1.7173105e-01 1.0941098e+02 7.1279843e+03
776 1.4385258e-01 1.0888334e+02 3.1735449e+00 1.3837937e-01 1.0927828e+02 7.1341530e+03
777 1.5555798e-01 1.0887681e+02 3.1707146e+00 2.0497738e-01 1.0921700e+02 7.1425672e+03
778 1.7257240e-01 1.0873862e+02 3.1855383e+00 1.6397689e-01 1.0947743e+02 7.1500614e+03
779 1.4920631e-01 1.0868032e+02 3.1784735e+00 1.5883665e-01 1.0938766e+02 7.1574137e+03
780 1.4944786e-01 1.0866584e+02 3.1762094e+00 1.6564733e-01 1.0895181e+02 7.1642536e+03
781 1.4072724e-01 1.0866434e+02 3.1650195e+00 1.2905303e-01 1.0890615e+02 7.1724383e+03
782 1.2365127e-01 1.0854348e+02 3.1786017e+00 1.5410347e-01 1.0900859e+02 7.1795420e+03
783 1.3177417e-01 1.0872218e+02 3.1677969e+00 1.8344457e-01 1.0817287e+02 7.1869004e+03
784 1.7351894e-01 1.0864944e+02 3.1547961e+00 1.7635897e-01 1.0807045e+02 7.1942454e+03
785 1.4833935e-01 1.0846166e+02 3.1649866e+00 1.6502982e-01 1.0884710e+02 7.2008059e+03
786 1.3817023e-01 1.0851717e+02 3.1404204e+00 1.5198846e-01 1.0936547e+02 7.2078392e+03
787 1.5531488e-01 1.0860612e+02 3.1598446e+00 1.7471768e-01 1.0896857e+02 7.2155513e+03
788 1.4705850e-01 1.0851849e+02 3.1362622e+00 1.4859580e-01 1.0901262e+02 7.2219996e+03
789 1.3871868e-01 1.0850667e+02 3.1595488e+00 1.5039413e-01 1.0913250e+02 7.2282698e+03
790 1.3495107e-01 1.0859697e+02 3.1384907e+00 1.6609104e-01 1.0847133e+02 7.2356365e+03
791 1.6090614e-01 1.0854079e+02 3.1520400e+00 1.9970043e-01 1.0782998e+02 7.2422690e+03
792 1.5437977e-01 1.0828030e+02 3.1239874e+00 1.5429515e-01 1.0852124e+02 7.2496435e+03
793 1.3244453e-01 1.0840999e+02 3.1422381e+00 1.3432506e-01 1.0870828e+02 7.2573621e+03
794 1.1503185e-01 1.0845546e+02 3.1165223e+00 1.3661718e-01 1.0823280e+02 7.2635538e+03
795 1.1510021e-01 1.0836386e+02 3.1222510e+00 1.2884432e-01 1.0900137e+02 7.2712453e+03
796 1.4297566e-01 1.0843896e+02 3.1205599e+00 2.1538392e-01 1.0981096e+02 7.2788928e+03
797 2.7117196e-01 1.0861910e+02 3.1507134e+00 2.1723968e-01 1.0868945e+02 7.2879318e+03
798 1.5750371e-01 1.0846194e+02 3.0804017e+00 2.1886483e-01 1.0832944e+02 7.2951029e+03
799 2.3708634e-01 1.0842621e+02 3.1291144e+00 1.9623488e-01 1.0851211e+02 7.3030267e+03
800 1.5092222e-01 1.0811220e+02 3.1016428e+00 2.0071125e-01 1.0829757e+02 7.3092090e+03
801 2.1093021e-01 1.0775694e+02 3.1074877e+00 2.1701689e-01 1.0848077e+02 7.3157032e+03
802 1.7970026e-01 1.0783708e+02 3.1348767e+00 1.6366753e-01 1.0772500e+02 7.3223635e+03
803 1.2643795e-01 1.0778101e+02 3.0796118e+00 1.4628497e-01 1.0771285e+02 7.3281774e+03
804 1.2353455e-01 1.0774477e+02 3.0766387e+00 1.2682782e-01 1.0797478e+02 7.3348630e+03
805 1.1678386e-01 1.0766788e+02 3.1042941e+00 1.4336509e-01 1.0840496e+02 7.3432363e+03
806 1.2451248e-01 1.0771574e+02 3.0934248e+00 1.6389440e-01 1.0815905e+02 7.3497000e+03
807 1.9648476e-01 1.0757322e+02 3.0668554e+00 2.1831334e-01 1.0850632e+02 7.3584960e+03
808 1.7135438e-01 1.0742422e+02 3.1292443e+00 1.7553073e-01 1.0769761e+02 7.3670269e+03
809 1.4790706e-01 1.0730608e+02 3.0758309e+00 2.2430895e-01 1.0639836e+02 7.3734152e+03
810 1.8066776e-01 1.0701669e+02 3.0641978e+00 1.6444403e-01 1.0729659e+02 7.3807153e+03
811 1.5236819e-01 1.0714353e+02 3.0875030e+00 1.4945458e-01 1.0708509e+02 7.3887094e+03
812 1.1880448e-01 1.0718592e+02 3.0511961e+00 1.3119227e-01 1.0722968e+02 7.3946798e+03
813 1.1653451e-01 1.0723337e+02 3.0679100e+00 1.3315751e-01 1.0787196e+02 7.4006515e+03
814 1.1545355e-01 1.0746380e+02 3.0686393e+00 1.3636568e-01 1.0810568e+02 7.4067467e+03
815 1.4834018e-01 1.0757797e+02 3.0477941e+00 1.8700701e-01 1.0816373e+02 7.4146625e+03
816 1.5068305e-01 1.0754420e+02 3.0757360e+00 1.4514101e-01 1.0759196e+02 7.4212430e+03
817 1.5254176e-01 1.0744592e+02 3.0587313e+00 2.1789092e-01 1.0667847e+02 7.4288484e+03
818 1.7084508e-01 1.0718777e+02 3.0551214e+00 1.3847880e-01 1.0753745e+02 7.4355756e+03
819 1.8254110e-01 1.0720840e+02 3.0126543e+00 2.7028525e-01 1.0906846e+02 7.4448356e+03
820 1.8715660e-01 1.0771467e+02 3.0766206e+00 1.2961107e-01 1.0776978e+02 7.4516154e+03
821 1.2396680e-01 1.0775845e+02 3.0534632e+00 2.0981501e-01 1.0715998e+02 7.4575739e+03
822 1.7321537e-01 1.0763816e+02 3.0244381e+00 1.5539883e-01 1.0777512e+02 7.4636629e+03
823 1.2331581e-01 1.0766734e+02 3.0415232e+00 1.2584476e-01 1.0785638e+02 7.4709603e+03
824 1.2456829e-01 1.0756539e+02 3.0289924e+00 2.0805138e-01 1.0810966e+02 7.4781038e+03
825 1.9887401e-01 1.0745994e+02 3.0174525e+00 1.5264945e-01 1.0842522e+02 7.4851872e+03
826 1.1995640e-01 1.0763448e+02 3.0371234e+00 1.3132510e-01 1.0769148e+02 7.4925597e+03
827 1.2588216e-01 1.0759853e+02 3.0432274e+00 1.6316400e-01 1.0743452e+02 7.4984382e+03
828 1.4055334e-01 1.0767515e+02 3.0050766e+00 1.5044957e-01 1.0751994e+02 7.5063002e+03
829 1.4073396e-01 1.0773658e+02 3.0087335e+00 1.9681849e-01 1.0747455e+02 7.5125574e+03
830 1.5952367e-01 1.0768039e+02 3.0380881e+00 1.4780638e-01 1.0732610e+02 7.5184857e+03
831 1.2227161e-01 1.0764149e+02 2.9928231e+00 1.4275262e-01 1.0756509e+02 7.5270800e+03
832 1.2838110e-01 1.0770541e+02 3.0195189e+00 1.6788474e-01 1.0772752e+02 7.5339249e+03
833 1.3452183e-01 1.0778030e+02 3.0072076e+00 1.5263815e-01 1.0725125e+02 7.5428264e+03
834 1.2889774e-01 1.0775108e+02 2.9949737e+00 1.3648117e-01 1.0778745e+02 7.5494934e+03
835 1.1220767e-01 1.0779108e+02 3.0059652e+00 1.4147754e-01 1.0841824e+02 7.5575689e+03
836 1.1209937e-01 1.0802693e+02 2.9878144e+00 1.3005207e-01 1.0776127e+02 7.5649778e+03
837 1.2185966e-01 1.0809545e+02 3.0056944e+00 1.9612014e-01 1.0750370e+02 7.5728665e+03
838 2.1066673e-01 1.0809943e+02 3.0001409e+00 2.2551858e-01 1.0793752e+02 7.5793663e+03
839 1.6381544e-01 1.0799379e+02 2.9765387e+00 1.4214288e-01 1.0773756e+02 7.5872641e+03
840 1.2405989e-01 1.0789021e+02 2.9679554e+00 1.4183359e-01 1.0751921e+02 7.5953370e+03
841 1.1560589e-01 1.0774822e+02 2.9825785e+00 1.2936103e-01 1.0820053e+02 7.6043237e+03
842 1.1048117e-01 1.0775233e+02 2.9907632e+00 1.4130634e-01 1.0865612e+02 7.6098100e+03
843 1.4771071e-01 1.0794574e+02 2.9382782e+00 1.7426525e-01 1.0858566e+02 7.6166348e+03
844 1.6053423e-01 1.0795358e+02 2.9787905e+00 1.3828011e-01 1.0845856e+02 7.6234299e+03
845 1.1546454e-01 1.0799797e+02 2.9910192e+00 1.3458006e-01 1.0800596e+02 7.6311113e+03
846 1.1031706e-01 1.0801356e+02 2.9387195e+00 1.3111362e-01 1.0767523e+02 7.6380723e+03
847 1.3221440e-01 1.0799068e+02 2.9729309e+00 2.2800808e-01 1.0730152e+02 7.6442746e+03
848 1.9241028e-01 1.0785103e+02 2.9642651e+00 1.5084828e-01 1.0798662e+02 7.6503575e+03
849 1.2007902e-01 1.0793729e+02 2.9458117e+00 1.3852583e-01 1.0829315e+02 7.6579552e+03
850 1.3605310e-01 1.0797399e+02 2.9523511e+00 1.5865341e-01 1.0813881e+02 7.6637489e+03
851 1.2593302e-01 1.0781847e+02 2.9239788e+00 1.3532516e-01 1.0788683e+02 7.6709899e+03
852 1.1988523e-01 1.0762529e+02 2.9480050e+00 1.3750826e-01 1.0825064e+02 7.6774895e+03
853 1.1948486e-01 1.0767288e+02 2.9350605e+00 1.3708833e-01 1.0865994e+02 7.6836701e+03
854 1.2964694e-01 1.0775551e+02 2.9378836e+00 1.5999192e-01 1.0867146e+02 7.6911494e+03
855 1.5050180e-01 1.0780093e+02 2.9178338e+00 1.6641134e-01 1.0847992e+02 7.6975425e+03
856 1.2727906e-01 1.0792221e+02 2.9344893e+00 1.2261742e-01 1.0768748e+02 7.7046559e+03
857 1.1276014e-01 1.0784626e+02 2.9441226e+00 1.5054511e-01 1.0771268e+02 7.7115909e+03
858 1.1445811e-01 1.0784305e+02 2.8876560e+00 1.1247800e-01 1.0831149e+02 7.7197830e+03
859 1.0969437e-01 1.0788103e+02 2.9392724e+00 1.5797009e-01 1.0882610e+02 7.7274870e+03
860 2.0387730e-01 1.0791308e+02 2.8977442e+00 2.6326272e-01 1.0917658e+02 7.7353379e+03
861 1.6867796e-01 1.0812494e+02 2.9155843e+00 1.3986608e-01 1.0837039e+02 7.7421051e+03
862 1.5450858e-01 1.0804198e+02 2.9368196e+00 2.1653637e-01 1.0751448e+02 7.7477234e+03
863 1.5165810e-01 1.0791783e+02 2.8739688e+00 1.4900720e-01 1.0743861e+02 7.7540888e+03
864 1.2833515e-01 1.0788135e+02 2.8865485e+00 1.4374585e-01 1.0839352e+02 7.7622390e+03
865 1.7091343e-01 1.0790263e+02 2.9240930e+00 2.1540818e-01 1.0920373e+02 7.7693536e+03
866 1.6212232e-01 1.0806861e+02 2.9077997e+00 1.5730383e-01 1.0803276e+02 7.7792160e+03
867 1.5389711e-01 1.0811687e+02 2.8642652e+00 2.0588642e-01 1.0734386e+02 7.7870637e+03
868 1.4734466e-01 1.0799242e+02 2.9006617e+00 1.2923060e-01 1.0832763e+02 7.7928390e+03
869 1.0700993e-01 1.0821348e+02 2.8759034e+00 1.2410361e-01 1.0867447e+02 7.7985391e+03
870 1.1176485e-01 1.0831334e+02 2.8789501e+00 1.4270933e-01 1.0895383e+02 7.8069739e+03
871 1.3213560e-01 1.0835625e+02 2.8933306e+00 1.5013643e-01 1.0884455e+02 7.8145777e+03
872 1.3067350e-01 1.0825986e+02 2.8704252e+00 1.4354540e-01 1.0901213e+02 7.8211270e+03
873 1.5165651e-01 1.0822842e+02 2.8849642e+00 1.6959356e-01 1.0909719e+02 7.8316680e+03
874 1.2732951e-01 1.0821889e+02 2.8734810e+00 1.3241571e-01 1.0832746e+02 7.8397826e+03
875 1.3244073e-01 1.0824519e+02 2.8671229e+00 2.1962139e-01 1.0729258e+02 7.8474947e+03
876 1.5079583e-01 1.0801241e+02 2.8560715e+00 1.2623304e-01 1.0852017e+02 7.8551463e+03
877 1.4114091e-01 1.0805540e+02 2.8492038e+00 1.8530177e-01 1.0920631e+02 7.8615675e+03
878 1.4326280e-01 1.0833503e+02 2.8814185e+00 1.3692613e-01 1.0854343e+02 7.8684397e+03
879 1.1195216e-01 1.0826479e+02 2.8393857e+00 1.3426512e-01 1.0878873e+02 7.8748706e+03
880 1.1756186e-01 1.0841983e+02 2.8357000e+00 1.1669269e-01 1.0885131e+02 7.8822822e+03
881 1.0848151e-01 1.0855093e+02 2.8812137e+00 1.7728370e-01 1.0810088e+02 7.8888380e+03
882 1.7366587e-01 1.0849529e+02 2.8171387e+00 1.5840246e-01 1.0789379e+02 7.8968649e+03
883 1.3120605e-01 1.0833977e+02 2.8627529e+00 1.7097439e-01 1.0879451e+02 7.9035766e+03
884 1.5658908e-01 1.0849612e+02 2.8458495e+00 2.2189386e-01 1.0808221e+02 7.9115515e+03
885 1.7322472e-01 1.0820943e+02 2.8328254e+00 1.4652036e-01 1.0794630e+02 7.9194063e+03
886 1.2332143e-01 1.0792136e+02 2.7925522e+00 1.5727484e-01 1.0838779e+02 7.9264829e+03
887 1.4329767e-01 1.0794843e+02 2.8525817e+00 1.4180765e-01 1.0861666e+02 7.9349177e+03
888 1.0947741e-01 1.0813416e+02 2.8125391e+00 1.1921506e-01 1.0809148e+02 7.9422885e+03
889 1.1005341e-01 1.0819468e+02 2.8294895e+00 1.3286777e-01 1.0789530e+02 7.9475629e+03
890 1.1022395e-01 1.0810434e+02 2.8060184e+00 1.3409697e-01 1.0856854e+02 7.9544788e+03
891 1.3255650e-01 1.0809563e+02 2.8131835e+00 1.4332443e-01 1.0896592e+02 7.9619090e+03
892 1.1741717e-01 1.0813013e+02 2.8267443e+00 1.2970570e-01 1.0816189e+02 7.9678708e+03
893 1.0973120e-01 1.0806996e+02 2.8049538e+00 1.4271615e-01 1.0803949e+02 7.9744478e+03
894 1.1737289e-01 1.0817254e+02 2.7880068e+00 1.3587092e-01 1.0791515e+02 7.9817843e+03
895 1.2447910e-01 1.0819009e+02 2.8208106e+00 1.8080957e-01 1.0791881e+02 7.9889370e+03
896 1.8404379e-01 1.0823988e+02 2.7989266e+00 1.9238719e-01 1.0846428e+02 7.9987063e+03
897 1.2684985e-01 1.0818814e+02 2.7820446e+00 1.2872745e-01 1.0839586e+02 8.0080619e+03
898 1.2602805e-01 1.0804341e+02 2.7741883e+00 1.6371340e-01 1.0874896e+02 8.0140311e+03
899 1.2368362e-01 1.0818277e+02 2.7845819e+00 1.3050011e-01 1.0837124e+02 8.0194900e+03
900 1.6847156e-01 1.0833321e+02 2.7858033e+00 2.5737008e-01 1.0721398e+02 8.0252724e+03
901 1.8560661e-01 1.0814485e+02 2.7802496e+00 1.6240047e-01 1.0798682e+02 8.0318180e+03
902 1.2495025e-01 1.0814465e+02 2.7718716e+00 2.1104093e-01 1.0933300e+02 8.0390069e+03
903 2.0312186e-01 1.0832076e+02 2.7431500e+00 1.5909632e-01 1.0918258e+02 8.0459459e+03
904 1.2678142e-01 1.0847382e+02 2.7706528e+00 1.6933611e-01 1.0778180e+02 8.0524613e+03
905 1.5772767e-01 1.0824697e+02 2.7694662e+00 1.2715834e-01 1.0853281e+02 8.0597518e+03
906 1.2964438e-01 1.0814481e+02 2.7949657e+00 2.1166050e-01 1.0913699e+02 8.0651495e+03
907 1.6066046e-01 1.0819190e+02 2.7240217e+00 1.3725258e-01 1.0859422e+02 8.0721559e+03
908 1.6086119e-01 1.0818597e+02 2.7649622e+00 2.0557922e-01 1.0822422e+02 8.0772297e+03
909 1.4152756e-01 1.0801164e+02 2.7541976e+00 1.4505318e-01 1.0829052e+02 8.0866864e+03
910 1.1888541e-01 1.0782397e+02 2.7608678e+00 1.4916077e-01 1.0756920e+02 8.0934510e+03
911 1.8174310e-01 1.0771994e+02 2.7477160e+00 2.6261953e-01 1.0753970e+02 8.1007523e+03
912 1.7041256e-01 1.0755022e+02 2.7327971e+00 1.1931868e-01 1.0754317e+02 8.1079937e+03
913 1.4068285e-01 1.0735651e+02 2.7304418e+00 1.9848320e-01 1.0786335e+02 8.1152293e+03
914 1.3529539e-01 1.0734532e+02 2.7373285e+00 1.3021457e-01 1.0746329e+02 8.1227233e+03
915 1.2705204e-01 1.0737859e+02 2.7056518e+00 1.7265061e-01 1.0712354e+02 8.1312132e+03
916 1.2127722e-01 1.0736197e+02 2.7453382e+00 1.1582249e-01 1.0759964e+02 8.1373562e+03
917 1.1770239e-01 1.0736597e+02 2.7293169e+00 1.5897906e-01 1.0802382e+02 8.1446094e+03
918 1.3264795e-01 1.0748784e+02 2.7124047e+00 1.2419983e-01 1.0789749e+02 8.1503203e+03
919 1.0325249e-01 1.0753940e+02 2.7133899e+00 1.1851218e-01 1.0779340e+02 8.1568572e+03
920 1.2065016e-01 1.0746384e+02 2.7156918e+00 1.4621042e-01 1.0820581e+02 8.1651026e+03
921 1.3520631e-01 1.0766371e+02 2.7185993e+00 1.3593769e-01 1.0815060e+02 8.1720997e+03
922 1.0894507e-01 1.0760389e+02 2.7111368e+00 1.3365602e-01 1.0814617e+02 8.1793362e+03
923 1.1816833e-01 1.0759117e+02 2.7051132e+00 1.5328971e-01 1.0825437e+02 8.1859719e+03
924 1.3128923e-01 1.0765820e+02 2.6855657e+00 1.4104791e-01 1.0793491e+02 8.1919493e+03
925 1.0570256e-01 1.0750951e+02 2.7010009e+00 1.1460754e-01 1.0773740e+02 8.1986724e+03
926 9.6872784e-02 1.0744576e+02 2.6966522e+00 1.2244684e-01 1.0797430e+02 8.2065193e+03
927 1.3147046e-01 1.0752871e+02 2.6710796e+00 1.7091531e-01 1.0849104e+02 8.2139472e+03
928 1.4573343e-01 1.0773936e+02 2.7026937e+00 1.2456065e-01 1.0844285e+02 8.2202238e+03
929 1.2771587e-01 1.0796729e+02 2.6800916e+00 2.9406202e-01 1.0692959e+02 8.2268599e+03
930 2.3364638e-01 1.0764408e+02 2.6542456e+00 1.3277924e-01 1.0788556e+02 8.2325848e+03
931 2.8063729e-01 1.0753924e+02 2.7076123e+00 2.5654694e-01 1.0895990e+02 8.2409838e+03
932 1.8495211e-01 1.0771133e+02 2.6624472e+00 1.6238675e-01 1.0794229e+02 8.2475291e+03
933 1.2695034e-01 1.0759312e+02 2.6568298e+00 1.6074148e-01 1.0783338e+02 8.2528402e+03
934 1.4749213e-01 1.0754768e+02 2.6326165e+00 1.6217810e-01 1.0792449e+02 8.2591132e+03
935 1.5053347e-01 1.0748553e+02 2.6563547e+00 1.4115992e-01 1.0807388e+02 8.2671286e+03
936 1.1176134e-01 1.0747719e+02 2.6722977e+00 1.3196376e-01 1.0740392e+02 8.2726720e+03
937 1.5100510e-01 1.0744380e+02 2.6438067e+00 2.0192394e-01 1.0721900e+02 8.2799682e+03
938 1.3473304e-01 1.0726601e+02 2.6539550e+00 1.5091667e-01 1.0817813e+02 8.2867812e+03
939 1.6040884e-01 1.0734857e+02 2.6211579e+00 1.5077126e-01 1.0790511e+02 8.2938893e+03
940 1.1626805e-01 1.0740353e+02 2.6652579e+00 1.5236616e-01 1.0719193e+02 8.3024915e+03
941 1.4908588e-01 1.0720829e+02 2.6339674e+00 1.4075872e-01 1.0740673e+02 8.3104823e+03
942 1.0574026e-01 1.0724983e+02 2.6311572e+00 1.1972558e-01 1.0756222e+02 8.3163611e+03
943 1.0765792e-01 1.0734912e+02 2.6313789e+00 1.4699307e-01 1.0713038e+02 8.3230113e+03
944 1.2167536e-01 1.0729648e+02 2.6258612e+00 1.5717942e-01 1.0720022e+02 8.3305532e+03
945 1.2504674e-01 1.0737678e+02 2.6283350e+00 1.2872902e-01 1.0766305e+02 8.3379163e+03
946 1.0147698e-01 1.0746706e+02 2.6063981e+00 1.2226670e-01 1.0750838e+02 8.3448376e+03
947 9.8717578e-02 1.0745969e+02 2.6136789e+00 1.1257543e-01 1.0762459e+02 8.3521417e+03
948 9.3049459e-02 1.0747336e+02 2.6203949e+00 1.2361141e-01 1.0793594e+02 8.3611104e+03
949 9.8801449e-02 1.0755250e+02 2.5957379e+00 1.1931126e-01 1.0805826e+02 8.3689470e+03
950 1.1016890e-01 1.0770168e+02 2.6276293e+00 1.8830208e-01 1.0689594e+02 8.3751356e+03
951 1.8820438e-01 1.0757132e+02 2.5870349e+00 1.9551368e-01 1.0695824e+02 8.3823264e+03
952 1.5382591e-01 1.0744871e+02 2.5980182e+00 1.3945895e-01 1.0758481e+02 8.3907710e+03
953 1.0370836e-01 1.0736765e+02 2.5764422e+00 1.3585876e-01 1.0809588e+02 8.3972358e+03
954 1.1456404e-01 1.0750014e+02 2.5731170e+00 1.2275788e-01 1.0810847e+02 8.4035905e+03
955 1.0792714e-01 1.0757536e+02 2.5860610e+00 1.3001496e-01 1.0813812e+02 8.4104427e+03
956 1.0897412e-01 1.0761453e+02 2.5841708e+00 1.1385714e-01 1.0787919e+02 8.4169545e+03
957 9.2975512e-02 1.0758144e+02 2.5639520e+00 1.1256849e-01 1.0784563e+02 8.4240120e+03
958 9.2354126e-02 1.0759550e+02 2.5810506e+00 1.1661778e-01 1.0829325e+02 8.4304403e+03
959 9.8419800e-02 1.0777020e+02 2.5607986e+00 1.1733174e-01 1.0832810e+02 8.4360032e+03
960 1.1621727e-01 1.0782505e+02 2.5483451e+00 1.7374299e-01 1.0839806e+02 8.4439348e+03
961 1.9277853e-01 1.0773895e+02 2.5578701e+00 1.9225019e-01 1.0848745e+02 8.4520402e+03
962 1.5498994e-01 1.0782088e+02 2.5747840e+00 1.2786181e-01 1.0776789e+02 8.4578158e+03
963 1.1062376e-01 1.0765295e+02 2.5364137e+00 1.5619217e-01 1.0714145e+02 8.4641514e+03
964 1.5884751e-01 1.0752141e+02 2.5561628e+00 1.6535042e-01 1.0720999e+02 8.4713137e+03
965 1.1462767e-01 1.0746075e+02 2.5449662e+00 1.2220315e-01 1.0737235e+02 8.4806972e+03
966 1.0111990e-01 1.0756533e+02 2.5299003e+00 1.2069451e-01 1.0748598e+02 8.4871657e+03
967 1.0258430e-01 1.0760867e+02 2.5378878e+00 1.2291956e-01 1.0818642e+02 8.4953862e+03
968 1.1352788e-01 1.0779540e+02 2.5216775e+00 1.4573433e-01 1.0825334e+02 8.5033291e+03
969 1.2464088e-01 1.0776971e+02 2.5288889e+00 1.2773447e-01 1.0828185e+02 8.5112332e+03
970 1.0197847e-01 1.0773175e+02 2.5191522e+00 1.2922546e-01 1.0829767e+02 8.5181619e+03
971 1.2240798e-01 1.0768900e+02 2.5249202e+00 1.6501105e-01 1.0880346e+02 8.5242038e+03
972 1.7427056e-01 1.0775977e+02 2.5196366e+00 2.2722574e-01 1.0915887e+02 8.5300261e+03
973 1.9272877e-01 1.0798440e+02 2.4920113e+00 1.5770565e-01 1.0798505e+02 8.5376618e+03
974 1.3288565e-01 1.0794901e+02 2.5131571e+00 1.3234168e-01 1.0770339e+02 8.5463360e+03
975 1.2264255e-01 1.0772695e+02 2.5209057e+00 1.9447115e-01 1.0761984e+02 8.5527151e+03
976 1.4019604e-01 1.0755799e+02 2.4921114e+00 1.2753662e-01 1.0830841e+02 8.5602980e+03
977 1.2870790e-01 1.0752505e+02 2.4980741e+00 1.6726686e-01 1.0816718e+02 8.5668571e+03
978 1.2898962e-01 1.0751820e+02 2.4864535e+00 1.2156923e-01 1.0738205e+02 8.5743511e+03
979 1.1085159e-01 1.0744115e+02 2.4945385e+00 1.5785295e-01 1.0706973e+02 8.5802400e+03
980 1.2630434e-01 1.0745442e+02 2.5050161e+00 1.4102496e-01 1.0775129e+02 8.5892271e+03
981 1.0187667e-01 1.0751945e+02 2.4586473e+00 1.3104625e-01 1.0827661e+02 8.5946084e+03
982 1.4666548e-01 1.0740569e+02 2.4610882e+00 2.2320235e-01 1.0852679e+02 8.6016792e+03
983 1.9120216e-01 1.0748208e+02 2.4926879e+00 1.2515469e-01 1.0789880e+02 8.6087592e+03
984 1.0905530e-01 1.0751910e+02 2.4564047e+00 1.8703911e-01 1.0697980e+02 8.6159667e+03
985 1.6379303e-01 1.0735342e+02 2.4851050e+00 1.4237913e-01 1.0696572e+02 8.6219084e+03
