# epoch recerr_sq kldiv unmix dataug lact_dec valid_recerr_sq valid_kldiv duration
60 5.1358746e+01 2.6415106e+02 2.2082975e+01 1.8476201e-02 4.1673317e+01 6.7573402e+01 2.3838669e+02 2.6627766e+02
61 5.1969681e+01 2.4836607e+02 2.3016491e+01 2.2339923e-02 4.1972576e+01 6.0749222e+01 2.0885426e+02 2.7070486e+02
62 5.0956062e+01 2.5330193e+02 2.1664204e+01 1.4386239e-02 4.0576477e+01 6.4523857e+01 2.1059515e+02 2.7528378e+02
63 5.0575630e+01 2.4066006e+02 2.1542067e+01 1.5607860e-02 4.0443352e+01 6.0433273e+01 1.9102554e+02 2.7972029e+02
64 5.0646667e+01 2.2640038e+02 2.2297157e+01 2.1053219e-02 4.1213272e+01 6.1358276e+01 1.7844974e+02 2.8415550e+02
65 5.0201389e+01 2.0595351e+02 2.1947323e+01 1.6723940e-02 4.0822380e+01 6.9277267e+01 1.6528661e+02 2.8862803e+02
66 4.9965191e+01 2.0383955e+02 2.1923115e+01 1.5393929e-02 4.0937199e+01 6.2701893e+01 1.9944829e+02 2.9298540e+02
67 4.9636341e+01 2.0929187e+02 2.1605057e+01 2.0759800e-02 4.0236145e+01 6.1125931e+01 1.8246835e+02 2.9753235e+02
68 5.0356827e+01 2.1297743e+02 2.1518429e+01 1.8164963e-02 4.0463200e+01 6.2020405e+01 1.9754758e+02 3.0200200e+02
69 5.0266739e+01 2.2209952e+02 2.1260527e+01 2.2648105e-02 3.9830849e+01 6.6914238e+01 1.9055110e+02 3.0648643e+02
70 4.9817978e+01 2.0977829e+02 2.2040560e+01 1.7312407e-02 4.0418049e+01 5.9990757e+01 1.7204898e+02 3.1100835e+02
71 5.0206802e+01 2.1175320e+02 2.2362278e+01 2.0592703e-02 4.1510258e+01 6.1764545e+01 1.6363045e+02 3.1555426e+02
72 4.9714569e+01 2.1955415e+02 2.1433771e+01 2.0388149e-02 4.0595230e+01 6.6271927e+01 1.9741034e+02 3.1995254e+02
73 4.9485794e+01 2.1727641e+02 2.1816763e+01 1.7036550e-02 4.0375782e+01 6.4489532e+01 1.7379642e+02 3.2439321e+02
74 4.9421497e+01 2.1929347e+02 2.1696135e+01 2.4901602e-02 3.9654015e+01 6.2766762e+01 1.8077838e+02 3.2882305e+02
75 4.9845642e+01 2.0646475e+02 2.2558104e+01 2.3930155e-02 4.0397102e+01 6.4462128e+01 1.7798848e+02 3.3331887e+02
