# epoch recerr_sq kldiv unmix dataug lact_dec valid_recerr_sq valid_kldiv duration
1 5.0577961e+01 5.8599412e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00 4.8582882e+01 1.4131023e-01 9.7032261e-01
2 4.2921242e+01 5.1255000e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.8087381e+01 1.9258792e+00 2.0463173e+00
3 1.8377024e+01 5.1440587e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.8480883e+01 1.1358375e+01 2.5240967e+00
4 1.4442209e+01 1.0327179e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.0193599e+01 7.6709943e+00 3.2852230e+00
5 1.1866866e+01 6.7530422e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.2035264e+01 6.8939500e+00 3.9681408e+00
6 1.0636936e+01 8.1776295e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 9.6312914e+00 1.0615395e+01 4.1933782e+00
7 9.4004297e+00 1.1105639e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 8.6377192e+00 1.0826027e+01 5.2027826e+00
8 8.6561775e+00 9.8234215e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 8.8146563e+00 9.0153770e+00 5.9625771e+00
9 8.3985825e+00 9.1614552e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 7.8273969e+00 9.9087343e+00 6.4746921e+00
10 7.5804796e+00 1.0159963e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 7.5400910e+00 1.0087392e+01 7.1777935e+00
11 7.2777305e+00 9.4481983e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 7.1314573e+00 8.9659081e+00 8.0046492e+00
12 6.8711624e+00 9.0822687e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.9568758e+00 9.3024044e+00 8.7596333e+00
13 6.5246544e+00 9.1176901e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.6568131e+00 8.6549511e+00 9.3900836e+00
14 6.2490730e+00 8.3378286e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.3457522e+00 8.3314695e+00 1.0227961e+01
15 6.0378728e+00 8.3267193e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.1459427e+00 7.9786978e+00 1.0902551e+01
16 5.8263631e+00 7.7612429e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 5.8720655e+00 7.8465500e+00 1.1386321e+01
17 5.6005783e+00 7.8567343e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 5.6634150e+00 7.6442080e+00 1.2227057e+01
18 5.4275699e+00 7.6973062e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 5.5659418e+00 7.8792787e+00 1.2879496e+01
19 5.2110782e+00 7.8292131e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 5.3913507e+00 7.9081702e+00 1.3226696e+01
20 5.0570750e+00 8.1077251e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 5.2062564e+00 8.1641130e+00 1.3481630e+01
21 4.9357386e+00 8.3953028e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 5.0845976e+00 8.6482468e+00 1.4322282e+01
22 4.8348017e+00 8.6806755e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 5.1097074e+00 9.2925797e+00 1.5184251e+01
23 4.8067060e+00 9.1232901e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 5.0561290e+00 9.6147537e+00 1.6078368e+01
24 4.7698507e+00 9.5717039e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 5.0026526e+00 9.9170752e+00 1.6748287e+01
25 4.7266483e+00 9.9789944e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 4.9451108e+00 1.0116425e+01 1.7615856e+01
26 4.7085071e+00 1.0316449e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 4.9271355e+00 1.0484632e+01 1.8280316e+01
27 4.6849580e+00 1.0690557e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 4.8968282e+00 1.0833132e+01 1.8882296e+01
28 4.6479678e+00 1.0990699e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 4.8393970e+00 1.1245656e+01 1.9738774e+01
29 4.5772562e+00 1.1326459e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 4.7553759e+00 1.1620778e+01 2.0546832e+01
30 4.4448204e+00 1.1627925e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 4.5600586e+00 1.1948462e+01 2.1195241e+01
31 4.1021142e+00 1.1994131e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.8549399e+00 1.2489429e+01 2.1630321e+01
32 3.2075560e+00 1.2620909e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.4286921e+00 1.3540576e+01 2.1867120e+01
33 2.1550846e+00 1.3849173e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.8608783e+00 1.4825193e+01 2.2466848e+01
34 1.7844003e+00 1.4396917e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.7221072e+00 1.4483607e+01 2.3368886e+01
35 1.5502009e+00 1.4328258e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.4454222e+00 1.4954247e+01 2.3697410e+01
36 1.3555976e+00 1.4831210e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.3462903e+00 1.5278786e+01 2.4534318e+01
37 1.2519717e+00 1.5001351e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.2593198e+00 1.5213998e+01 2.5239105e+01
